candidate,benchmark,trials,successful_runs,success_rate,timeout_rate,coverage_mean,coverage_std,baseline_coverage_mean,coverage_delta_mean,coverage_below_baseline,patterns_mean,patterns_std,baseline_patterns_mean,pattern_delta_mean,pattern_delta_pct_mean,runtime_mean,runtime_std,baseline_runtime_mean,runtime_delta_mean,runtime_delta_pct_mean,score_mean,score_std,baseline_score_mean,score_delta_mean,wins_benchmark,stable_win
compaction_c1_learning,DMAtc.bench,3,3,1.0,0.0,94.562,0.0,94.562,0.0,False,10723.666666666666,2.0816659994661326,10723.0,0.6666666666660603,0.006217165594199947,36.34966666666667,0.778352961922373,44.85,-8.50033333333333,-18.952805648457815,-16.309633333333338,0.05751811308912212,-17.153000000000006,0.8433666666666682,True,True
compaction_c1_learning,destc.bench,3,3,1.0,0.0,100.0,0.0,100.0,0.0,False,354.3333333333333,6.429100507328637,354.0,0.3333333333333144,0.09416195856873288,21.938999999999997,3.52222415527462,33.1,-11.161000000000005,-33.71903323262841,94.26276666666668,0.28851336768567487,93.14999999999999,1.1127666666666869,True,True
compaction_c1_learning,pcitc.bench,3,3,1.0,0.0,99.82599999999998,0.0,99.826,-1.4210854715202004e-14,False,5944.0,1.0,5944.0,0.0,0.0,13.616666666666665,0.3873271657569777,17.017,-3.400333333333334,-19.98197880550822,39.024333333333324,0.0334248909247789,38.68429999999999,0.34003333333333075,True,True
phase1_b20_learning,DMAtc.bench,3,3,1.0,0.0,94.562,0.0,94.562,0.0,False,10722.666666666666,0.5773502691896257,10723.0,-0.33333333333393966,-0.0031085827971084556,43.510999999999996,0.7804178368028231,44.85,-1.3390000000000057,-2.9855072463768244,-17.015766666666668,0.07349730153776436,-17.153000000000006,0.13723333333333798,True,True
phase1_b20_learning,destc.bench,3,3,1.0,0.0,100.0,0.0,100.0,0.0,False,350.0,6.082762530298219,354.0,-4.0,-1.1299435028248588,24.161,1.3025025911682466,33.1,-8.939,-27.006042296072508,94.08390000000001,0.07220893296538865,93.14999999999999,0.9339000000000226,True,True
phase1_b20_learning,pcitc.bench,3,3,1.0,0.0,99.82599999999998,0.0,99.826,-1.4210854715202004e-14,False,5944.0,1.0,5944.0,0.0,0.0,13.855666666666666,0.1633901261806638,17.017,-3.1613333333333333,-18.577500930442106,39.00043333333332,0.01915628704455696,38.68429999999999,0.31613333333332605,True,True
phase2_b20_learning_seed1,DMAtc.bench,3,3,1.0,0.0,94.562,0.0,94.562,0.0,False,10723.0,0.0,10723.0,0.0,0.0,50.91133333333334,0.5823197861427437,44.85,6.061333333333337,13.51467855815683,-17.75913333333334,0.05823197861427388,-17.153000000000006,-0.6061333333333359,False,False
phase2_b20_learning_seed1,destc.bench,3,3,1.0,0.0,100.0,0.0,100.0,0.0,False,348.0,0.0,354.0,-6.0,-1.694915254237288,25.405666666666672,0.08213606597185685,33.1,-7.694333333333329,-23.245720040281963,93.97943333333335,0.008213606597186176,93.14999999999999,0.8294333333333554,True,True
phase2_b20_learning_seed1,pcitc.bench,3,3,1.0,0.0,99.82599999999998,0.0,99.826,-1.4210854715202004e-14,False,5943.0,0.0,5944.0,-1.0,-0.016823687752355317,13.961,0.11068875281617345,17.017,-3.055999999999999,-17.95851207615913,38.9999,0.011068875281616286,38.68429999999999,0.31560000000000343,True,True
phase2_b5_learning,DMAtc.bench,3,3,1.0,0.0,94.562,0.0,94.562,0.0,False,10724.0,1.0,10723.0,1.0,0.009325748391308402,42.70566666666667,1.008115238121779,44.85,-2.1443333333333285,-4.7811222593831175,-16.948566666666675,0.09830037300709613,-17.153000000000006,0.20443333333333058,True,True
phase2_b5_learning,destc.bench,3,3,1.0,0.0,100.0,0.0,100.0,0.0,False,348.6666666666667,1.5275252316519468,354.0,-5.333333333333314,-1.5065913370998063,26.016666666666666,0.38140835509114696,33.1,-7.083333333333336,-21.39979859013092,93.91166666666668,0.04087448266746935,93.14999999999999,0.7616666666666845,True,True
phase2_b5_learning,pcitc.bench,3,3,1.0,0.0,99.82599999999998,0.0,99.826,-1.4210854715202004e-14,False,5944.333333333333,0.5773502691896257,5944.0,0.33333333333303017,0.0056078959174466715,13.955666666666666,0.15160914660182415,17.017,-3.0613333333333337,-17.989853283970934,38.9871,0.01935251921585502,38.68429999999999,0.30280000000000484,True,True
reverse_phase2_b10,DMAtc.bench,3,3,1.0,0.0,94.562,0.0,94.562,0.0,False,10957.0,0.0,10723.0,234.0,2.182225123566166,40.055666666666674,0.18302003533311148,44.85,-4.794333333333327,-10.68970642883685,-19.013566666666676,0.018302003533311555,-17.153000000000006,-1.8605666666666707,False,False
reverse_phase2_b10,destc.bench,3,3,1.0,0.0,100.0,0.0,100.0,0.0,False,420.0,0.0,354.0,66.0,18.64406779661017,12.083333333333334,0.485626742811115,33.1,-21.016666666666666,-63.494461228600194,94.59166666666665,0.048562674281110794,93.14999999999999,1.4416666666666629,True,True
reverse_phase2_b10,pcitc.bench,3,3,1.0,0.0,99.82599999999998,0.0,99.826,-1.4210854715202004e-14,False,6022.0,0.0,5944.0,78.0,1.3122476446837146,11.638666666666666,0.18747355369046984,17.017,-5.378333333333334,-31.60564925270808,38.44213333333333,0.01874735536904903,38.68429999999999,-0.24216666666666242,False,False
